Id,MSSubClass,LotFrontage,LotArea,Neighborhood,Condition1,BldgType,HouseStyle,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,Heating,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,MoSold,YrSold,SaleType,SaleCondition,SalePrice
138,90,82,11070,Mitchel,Norm,Duplex,1Story,5,1988,1989,Gable,70,0,1907,1907,GasA,Y,1959,0,1959,0,0,3,0,TA,9,0,3,766,7,2006,WD,Family,171000
139,60,73,9066,CollgCr,Norm,1Fam,2Story,5,1999,2000,Gable,320,668,336,1004,GasA,Y,1004,848,1852,0,0,2,1,Gd,7,2,3,660,12,2008,WD,Normal,230000
140,60,65,15426,CollgCr,Norm,1Fam,2Story,5,1997,1997,Gable,0,821,107,928,GasA,Y,928,836,1764,1,0,2,1,Gd,7,0,2,470,8,2009,WD,Normal,231500
141,20,70,10500,NAmes,Norm,1Fam,1Story,5,1971,1971,Gable,0,432,432,864,GasA,Y,864,0,864,0,0,1,0,TA,5,1,0,0,4,2010,ConLI,Normal,115000
142,20,78,11645,CollgCr,Norm,1Fam,1Story,5,2005,2005,Gable,0,1300,434,1734,GasA,Y,1734,0,1734,1,0,2,0,Gd,7,0,2,660,1,2006,WD,Normal,260000
143,50,71,8520,NAmes,Artery,1Fam,1.5Fin,4,1952,1952,Gable,0,507,403,910,GasA,Y,910,475,1385,0,0,2,0,TA,6,0,2,720,6,2010,WD,Normal,166000
144,20,78,10335,CollgCr,Norm,1Fam,1Story,5,1999,1999,Gable,183,679,811,1490,GasA,Y,1501,0,1501,1,0,2,0,Gd,6,0,2,577,6,2009,WD,Normal,204000
145,90,70,9100,Sawyer,RRAe,Duplex,1Story,5,1963,1963,Gable,336,1332,396,1728,GasA,Y,1728,0,1728,1,0,2,0,TA,10,0,2,504,11,2006,ConLI,Abnorml,125000
146,160,24,2522,Edwards,Norm,Twnhs,2Story,5,2004,2006,Gable,50,0,970,970,GasA,Y,970,739,1709,0,0,2,0,Gd,7,0,2,380,4,2006,WD,Normal,130000
147,30,51,6120,BrkSide,Norm,1Fam,1Story,7,1931,1993,Gable,0,209,506,715,GasA,Y,875,0,875,1,0,1,0,TA,5,0,1,180,11,2009,WD,Normal,105000
148,60,NA,9505,Gilbert,Norm,1Fam,2Story,5,2001,2001,Gable,180,0,884,884,GasA,Y,884,1151,2035,0,0,2,1,Gd,8,1,2,434,5,2010,WD,Normal,222500
149,20,63,7500,SawyerW,Norm,1Fam,1Story,5,2004,2005,Gable,120,680,400,1080,GasA,Y,1080,0,1080,1,0,1,0,Gd,6,0,0,0,4,2008,WD,Normal,141000
150,50,NA,6240,BrkSide,Norm,1Fam,1.5Fin,4,1936,1950,Gable,0,0,896,896,GasA,Y,896,448,1344,0,0,1,0,TA,7,0,1,240,4,2006,WD,Normal,115000
151,20,120,10356,CollgCr,Norm,1Fam,1Story,6,1975,1975,Gable,0,716,253,969,GasA,Y,969,0,969,0,0,1,1,TA,5,0,2,440,1,2007,WD,Normal,122000
152,20,107,13891,NridgHt,Norm,1Fam,1Story,5,2007,2008,Hip,436,1400,310,1710,GasA,Y,1710,0,1710,1,0,2,0,Gd,6,1,3,866,1,2008,New,Partial,372402
153,60,NA,14803,NWAmes,Norm,1Fam,2Story,5,1971,1971,Gable,252,416,409,825,GasA,Y,1097,896,1993,0,0,2,1,TA,8,1,2,495,6,2006,WD,Normal,190000
154,20,NA,13500,ClearCr,Norm,1Fam,1Story,7,1960,1975,Flat,0,429,93,1602,GasA,Y,1252,0,1252,1,0,1,0,TA,4,1,2,564,3,2008,WD,Normal,235000
155,30,84,11340,OldTown,Norm,1Fam,1Story,5,1923,1950,Gable,0,0,1200,1200,GasA,Y,1200,0,1200,0,0,1,0,TA,7,0,1,312,3,2006,WD,Family,125000
156,50,60,9600,Edwards,Artery,1Fam,1.5Fin,5,1924,1950,Gable,0,0,572,572,Grav,N,572,524,1096,0,0,1,0,TA,5,0,0,0,4,2008,WD,Normal,79000
157,20,60,7200,NAmes,Norm,1Fam,1Story,7,1950,1950,Hip,0,0,0,0,GasA,Y,1040,0,1040,0,0,1,0,TA,5,0,2,625,6,2006,WD,Normal,109500
158,60,92,12003,Timber,Norm,1Fam,2Story,5,2009,2010,Gable,84,0,774,774,GasA,Y,774,1194,1968,0,0,2,1,Ex,8,1,3,680,5,2010,New,Partial,269500
159,60,100,12552,Somerst,Norm,1Fam,2Story,5,2004,2005,Gable,0,222,769,991,GasA,Y,991,956,1947,0,0,2,1,Gd,8,1,2,678,5,2010,WD,Normal,254900
160,60,134,19378,Gilbert,Norm,1Fam,2Story,5,2005,2006,Gable,456,57,1335,1392,GasA,Y,1392,1070,2462,1,0,2,1,Gd,9,1,2,576,3,2006,New,Partial,320000
161,20,NA,11120,Veenker,Norm,1Fam,1Story,6,1984,1984,Gable,0,660,572,1232,GasA,Y,1232,0,1232,0,0,2,0,TA,6,0,2,516,6,2008,WD,Normal,162500
162,60,110,13688,NridgHt,Norm,1Fam,2Story,5,2003,2004,Gable,664,1016,556,1572,GasA,Y,1572,1096,2668,1,0,2,1,Ex,10,2,3,726,3,2008,WD,Normal,412500
163,20,95,12182,NridgHt,Norm,1Fam,1Story,5,2005,2005,Gable,226,1201,340,1541,GasA,Y,1541,0,1541,0,0,2,0,Gd,7,1,2,532,5,2010,New,Partial,220000
164,45,55,5500,OldTown,Norm,1Fam,1.5Unf,6,1956,1956,Gable,0,0,882,882,GasA,Y,882,0,882,0,0,1,0,TA,4,0,0,0,4,2007,WD,Normal,103200
165,40,40,5400,OldTown,Norm,1Fam,1Story,7,1926,2004,Gable,0,370,779,1149,GasA,Y,1149,467,1616,0,0,2,0,Gd,5,0,1,216,10,2007,WD,Normal,152000
166,190,62,10106,Edwards,Norm,2fmCon,1.5Fin,7,1940,1999,Gable,0,351,112,644,GasA,Y,808,547,1355,1,0,2,0,TA,6,0,0,0,9,2008,WD,Normal,127500
167,20,NA,10708,ClearCr,Norm,1Fam,1Story,5,1955,1993,Hip,0,379,470,1617,GasA,Y,1867,0,1867,1,0,1,0,TA,7,3,1,303,11,2009,COD,Normal,190000
168,60,86,10562,NridgHt,Norm,1Fam,2Story,5,2007,2007,Gable,300,1288,294,1582,GasA,Y,1610,551,2161,1,0,1,1,Ex,8,1,3,789,11,2007,New,Partial,325624
169,60,62,8244,Gilbert,Norm,1Fam,2Story,5,2004,2004,Gable,0,0,840,840,GasA,Y,840,880,1720,0,0,2,1,Gd,7,1,2,440,5,2007,WD,Normal,183500
170,20,NA,16669,Timber,Norm,1Fam,1Story,6,1981,1981,Hip,653,0,1686,1686,GasA,Y,1707,0,1707,0,0,2,1,TA,6,1,2,511,1,2006,WD,Normal,228000
171,50,NA,12358,OldTown,Feedr,1Fam,1.5Fin,6,1941,1950,Gable,0,360,360,720,GasA,Y,854,0,1382,0,0,1,1,TA,7,0,2,660,5,2007,WD,Normal,128500
172,20,141,31770,NAmes,Norm,1Fam,1Story,5,1960,1960,Hip,112,639,441,1080,GasA,Y,1656,0,1656,1,0,1,0,TA,7,2,2,528,5,2010,WD,Normal,215000
173,160,44,5306,StoneBr,Norm,TwnhsE,2Story,7,1987,1987,Gable,0,495,354,1064,GasA,Y,1064,703,1767,1,0,2,0,Gd,5,1,2,504,6,2006,WD,Normal,239000
174,20,80,10197,NAmes,Norm,1Fam,1Story,5,1961,1961,Gable,491,288,700,1362,GasA,Y,1362,0,1362,1,0,1,1,TA,6,1,2,504,6,2008,COD,Normal,163000
175,20,47,12416,Timber,Norm,1Fam,1Story,5,1986,1986,Gable,132,1398,0,1606,GasA,Y,1651,0,1651,1,0,2,0,TA,7,1,2,616,11,2008,WD,Normal,184000
176,20,84,12615,Edwards,Norm,1Fam,1Story,7,1950,2001,Gable,0,477,725,1202,GasA,Y,2158,0,2158,1,0,2,0,Gd,7,1,2,576,6,2007,WD,Normal,243000
177,60,97,10029,ClearCr,Norm,1Fam,2Story,5,1988,1989,Gable,268,831,320,1151,GasA,Y,1164,896,2060,0,1,2,1,TA,8,1,2,521,9,2007,WD,Normal,211000
178,50,NA,13650,Sawyer,Norm,1Fam,1.5Fin,5,1958,1958,Gable,0,57,554,1052,GasA,Y,1252,668,1920,1,0,2,0,Gd,8,1,2,451,7,2006,WD,Normal,172500
179,20,63,17423,StoneBr,Norm,1Fam,1Story,5,2008,2009,Hip,748,1904,312,2216,GasA,Y,2234,0,2234,1,0,2,0,Ex,9,1,3,1166,7,2009,New,Partial,501837
180,30,60,8520,OldTown,Norm,1Fam,1Story,6,1923,2006,Gable,0,0,968,968,GasA,Y,968,0,968,0,0,1,0,TA,5,0,2,480,7,2007,WD,Normal,100000
181,160,NA,2117,Somerst,Norm,Twnhs,2Story,5,2000,2000,Gable,456,436,320,756,GasA,Y,769,756,1525,0,0,2,1,Gd,5,1,2,440,6,2007,WD,Normal,177000
182,70,54,7588,Crawfor,Norm,1Fam,2Story,6,1920,1950,Gable,0,352,441,793,GasA,Y,901,901,1802,0,0,1,1,TA,9,1,1,216,7,2006,WD,Normal,200100
183,20,60,9060,Edwards,Artery,1Fam,1Story,6,1957,2006,Hip,98,0,0,0,GasA,Y,1340,0,1340,0,0,1,0,TA,7,1,1,252,6,2007,WD,Normal,120000
184,50,63,11426,OldTown,Norm,1Fam,1.5Fin,5,2003,2003,Gable,0,0,1362,1362,GasA,Y,1362,720,2082,0,0,2,1,Gd,6,0,2,484,6,2008,WD,Normal,200000
185,50,92,7438,BrkSide,RRAn,1Fam,1.5Fin,8,1908,1991,Gable,0,0,504,504,GasA,Y,936,316,1252,0,0,1,0,TA,5,0,2,576,6,2006,WD,Normal,127000
186,75,90,22950,OldTown,Artery,1Fam,2.5Fin,9,1892,1993,Gable,0,0,1107,1107,GasA,Y,1518,1518,3608,0,0,2,1,Ex,12,2,3,840,6,2006,WD,Normal,475000
187,80,NA,9947,Mitchel,Norm,1Fam,SLvl,5,1990,1991,Gable,0,611,577,1188,GasA,Y,1217,0,1217,1,0,2,0,Gd,6,0,2,497,6,2009,WD,Normal,173000
188,50,60,10410,OldTown,Norm,1Fam,1.5Fin,7,1916,1987,Gable,0,0,660,660,GasA,Y,808,704,1656,0,0,2,1,TA,8,0,1,180,8,2009,WD,Normal,135000
189,90,64,7018,SawyerW,Feedr,Duplex,SFoyer,5,1979,1979,Gable,275,1086,0,1086,GasA,Y,1224,0,1224,2,0,0,2,TA,6,2,2,528,6,2009,WD,Alloca,153337
190,120,41,4923,StoneBr,Norm,TwnhsE,1Story,5,2001,2002,Gable,0,1153,440,1593,GasA,Y,1593,0,1593,1,0,1,1,Ex,5,1,2,682,8,2008,WD,Normal,286000
191,70,70,10570,Crawfor,Norm,1Fam,2Story,8,1932,1994,Hip,0,297,556,853,GasA,Y,1549,1178,2727,0,0,2,1,Gd,10,2,2,440,12,2007,WD,Normal,315000
192,60,NA,7472,NAmes,Norm,1Fam,2Story,9,1972,2004,Gable,138,626,99,725,GasA,Y,725,754,1479,1,0,1,1,Gd,7,0,2,484,6,2007,WD,Normal,184000
193,20,68,9017,CollgCr,Norm,1Fam,1Story,5,1999,1999,Gable,0,560,871,1431,GasA,Y,1431,0,1431,1,0,2,0,Gd,6,0,2,666,9,2009,WD,Normal,192000
194,160,24,2522,Edwards,Norm,Twnhs,2Story,5,2004,2004,Gable,50,0,970,970,GasA,Y,970,739,1709,0,0,2,0,Gd,7,0,2,380,5,2006,WD,Normal,130000
195,20,60,7180,CollgCr,Norm,1Fam,1Story,7,1972,1972,Hip,0,390,474,864,GasA,Y,864,0,864,0,0,1,0,TA,5,0,1,352,5,2008,WD,Normal,127000
196,160,24,2280,NPkVill,Norm,Twnhs,2Story,6,1976,1976,Gable,0,566,289,855,GasA,Y,855,601,1456,0,0,2,1,TA,7,1,2,440,7,2009,WD,Normal,148500
197,20,79,9416,Somerst,Norm,1Fam,1Story,5,2007,2007,Hip,205,1126,600,1726,GasA,Y,1726,0,1726,1,0,2,0,Ex,8,1,3,786,9,2007,New,Partial,311872
198,75,174,25419,NAmes,Artery,1Fam,2Story,4,1918,1990,Gable,0,1036,140,1360,GasA,Y,1360,1360,3112,1,1,2,0,Gd,8,1,2,795,3,2006,WD,Abnorml,235000
199,75,92,5520,OldTown,Norm,1Fam,2.5Fin,6,1912,1950,Gable,0,0,755,755,GasA,Y,929,929,2229,0,0,1,0,TA,8,0,0,0,7,2009,WD,Abnorml,104000
200,20,76,9591,NridgHt,Norm,1Fam,1Story,5,2004,2005,Hip,262,1088,625,1713,GasA,Y,1713,0,1713,1,0,2,0,Ex,7,1,3,856,1,2009,WD,Normal,274900
201,20,80,8546,Edwards,Norm,1Fam,1Story,5,2003,2004,Gable,0,0,1121,1121,GasA,Y,1121,0,1121,0,0,2,0,TA,5,0,2,440,3,2010,WD,Normal,140000
202,20,75,10125,Mitchel,Norm,1Fam,1Story,6,1977,1977,Gable,0,641,276,1196,GasA,Y,1279,0,1279,0,1,2,0,TA,6,2,2,473,2,2008,WD,Normal,171500
203,50,50,7000,OldTown,Artery,1Fam,1.5Fin,6,1924,1950,Gable,0,617,0,617,GasA,Y,865,445,1310,0,0,2,0,TA,6,0,1,398,5,2006,COD,Normal,112000
204,120,NA,4438,CollgCr,Norm,TwnhsE,1Story,5,2004,2004,Gable,205,662,186,848,GasA,Y,848,0,848,1,0,1,0,Gd,3,1,2,420,1,2008,WD,Normal,149000
205,50,50,3500,OldTown,Norm,1Fam,1.5Fin,7,1947,1950,Gable,0,312,408,720,GasA,Y,720,564,1284,0,0,1,1,TA,5,0,1,240,4,2009,WD,Normal,110000
206,20,99,11851,Gilbert,Norm,1Fam,1Story,5,1990,1990,Gable,0,0,1424,1424,GasA,Y,1442,0,1442,0,0,2,0,TA,5,0,2,500,5,2009,WD,Normal,180500
207,20,40,13673,Sawyer,RRAe,1Fam,1Story,5,1962,1962,Gable,0,0,1140,1140,GasA,Y,1696,0,1696,0,0,1,1,TA,8,1,1,349,3,2007,WD,Normal,143900
208,20,NA,12493,NAmes,Norm,1Fam,1Story,5,1960,1960,Gable,0,419,375,1100,GasA,Y,1100,0,1100,1,0,1,0,TA,6,1,1,312,4,2008,WD,Normal,141000
209,60,NA,14364,SawyerW,Norm,1Fam,2Story,5,1988,1989,Gable,128,1065,92,1157,GasA,Y,1180,882,2062,1,0,2,1,TA,7,1,2,454,4,2007,WD,Normal,277000
210,20,75,8250,NAmes,Norm,1Fam,1Story,7,1964,1964,Hip,260,787,305,1092,GasA,Y,1092,0,1092,1,0,1,0,TA,6,0,2,504,7,2008,WD,Normal,145000
211,30,67,5604,Edwards,Norm,1Fam,1Story,6,1925,1950,Gable,0,468,396,864,GasA,N,864,0,864,1,0,1,0,TA,5,0,0,0,4,2008,WD,Normal,98000
212,20,83,10420,Edwards,Norm,1Fam,1Story,5,2009,2009,Gable,0,36,1176,1212,GasA,Y,1212,0,1212,0,0,2,0,Gd,6,0,2,460,3,2010,WD,Normal,186000
213,60,72,8640,Somerst,Norm,1Fam,2Story,5,2009,2009,Gable,0,822,78,900,GasA,Y,932,920,1852,1,0,2,1,Gd,7,1,2,644,7,2009,New,Partial,252678
214,20,43,13568,CollgCr,Norm,1Fam,1Story,5,1995,1995,Gable,0,716,274,990,GasA,Y,990,0,990,0,1,1,0,TA,5,0,2,576,7,2006,WD,Normal,156000
215,60,NA,10900,CollgCr,Norm,1Fam,2Story,7,1977,1977,Gable,153,378,311,689,GasA,Y,689,703,1392,0,0,1,1,TA,6,0,1,299,3,2010,WD,Normal,161750
216,20,72,10011,NAmes,Norm,1Fam,1Story,6,1957,1996,Gable,64,360,710,1070,GasA,Y,1236,0,1236,0,1,1,0,Gd,6,1,1,447,5,2006,WD,Normal,134450
217,20,65,8450,CollgCr,Norm,1Fam,1Story,5,2004,2004,Gable,266,946,490,1436,GasA,Y,1436,0,1436,1,0,2,0,Gd,8,0,2,484,4,2008,WD,Normal,210000
218,70,57,9906,OldTown,Norm,1Fam,2Story,4,1925,1950,Gable,0,0,686,686,GasA,N,810,518,1328,0,0,1,0,TA,8,0,1,210,9,2006,WD,Family,107000
219,50,NA,15660,Crawfor,Norm,1Fam,1.5Fin,9,1939,2006,Gable,312,341,457,798,GasA,Y,1137,817,1954,0,1,1,1,Gd,8,2,2,431,5,2008,WD,Normal,311500
220,120,43,3010,Blmngtn,Norm,TwnhsE,1Story,5,2005,2006,Gable,16,16,1232,1248,GasA,Y,1248,0,1248,0,0,2,0,Gd,5,0,2,438,3,2006,New,Partial,167240
221,20,73,8990,CollgCr,Norm,1Fam,1Story,5,2006,2006,Gable,0,0,1498,1498,GasA,Y,1498,0,1498,0,0,2,0,Gd,5,0,2,675,4,2006,New,Partial,204900
222,60,NA,8068,Gilbert,Norm,1Fam,2Story,5,2002,2002,Gable,0,0,1010,1010,GasA,Y,1010,1257,2267,0,0,2,1,Gd,8,1,2,390,12,2009,ConLI,Normal,200000
223,60,85,11475,NWAmes,RRAn,1Fam,2Story,6,1975,1975,Gable,0,550,163,713,GasA,Y,811,741,1552,1,0,2,1,TA,6,1,2,434,2,2006,WD,Normal,179900
224,20,70,10500,NAmes,Norm,1Fam,1Story,6,1971,1971,Gable,0,524,160,864,GasA,Y,864,0,864,0,0,1,0,TA,4,0,2,576,3,2009,WD,Abnorml,97000
225,20,103,13472,NridgHt,Norm,1Fam,1Story,5,2003,2003,Hip,922,56,2336,2392,GasA,Y,2392,0,2392,0,0,2,0,Ex,8,1,3,968,6,2009,WD,Normal,386250
226,160,21,1680,BrDale,Norm,Twnhs,2Story,5,1971,1971,Gable,142,0,630,630,GasA,Y,630,672,1302,0,0,2,1,TA,6,0,1,280,5,2009,COD,Abnorml,112000
227,60,82,9950,NoRidge,Norm,1Fam,2Story,5,1995,1995,Gable,290,565,638,1203,GasA,Y,1214,1306,2520,0,0,2,1,Gd,9,1,3,721,6,2007,WD,Abnorml,290000
228,160,21,1869,BrDale,Norm,Twnhs,2Story,6,1970,1970,Gable,127,321,162,483,GasA,Y,483,504,987,0,0,1,1,TA,5,0,1,280,9,2008,WD,Normal,106000
229,20,70,8521,Sawyer,Feedr,1Fam,1Story,5,1967,1967,Gable,0,842,70,912,GasA,Y,912,0,912,0,0,1,0,TA,5,1,1,336,5,2010,WD,Normal,125000
230,120,43,3182,Blmngtn,Norm,TwnhsE,1Story,5,2005,2006,Gable,16,16,1357,1373,GasA,Y,1555,0,1555,0,0,2,0,Gd,7,1,2,430,5,2009,WD,Normal,192500
231,20,73,8760,NAmes,Norm,1Fam,1Story,6,1959,1959,Hip,220,0,1194,1194,GasA,Y,1194,0,1194,1,0,1,0,TA,6,0,1,312,4,2010,WD,Normal,148000
232,60,174,15138,NoRidge,Norm,1Fam,2Story,5,1995,1996,Gable,506,689,773,1462,GasA,Y,1490,1304,2794,1,0,2,1,Ex,9,1,3,810,7,2009,WD,Normal,403000
233,160,21,1680,BrDale,Norm,Twnhs,2Story,5,1972,1972,Gable,297,0,483,483,GasA,Y,483,504,987,0,0,1,1,TA,5,1,1,288,6,2006,WD,Normal,94500
234,20,75,10650,CollgCr,Norm,1Fam,1Story,6,1976,1976,Gable,0,182,0,894,GasA,Y,894,0,894,1,0,1,0,TA,5,0,1,308,2,2010,WD,Normal,128200
235,60,NA,7851,Gilbert,Norm,1Fam,2Story,5,2002,2002,Gable,NA,625,235,860,GasA,Y,860,1100,1960,1,0,2,1,Gd,8,2,2,440,5,2010,WD,Normal,216500
236,160,21,1680,BrDale,Norm,TwnhsE,2Story,3,1971,1971,Gable,604,358,125,483,GasA,Y,483,504,987,0,0,1,1,TA,5,0,1,264,8,2008,WD,Normal,89500
237,20,65,8773,CollgCr,Norm,1Fam,1Story,5,2004,2004,Gable,98,24,1390,1414,GasA,Y,1414,0,1414,0,0,2,0,Gd,6,0,2,494,5,2010,WD,Normal,185500
238,60,NA,9453,SawyerW,RRNe,1Fam,2Story,7,1993,2003,Gable,0,402,594,996,GasA,Y,1014,730,1744,0,0,2,1,Gd,7,0,2,457,2,2010,WD,Normal,194500
239,20,93,12030,NridgHt,Norm,1Fam,1Story,5,2007,2007,Hip,254,0,1694,1694,GasA,Y,1694,0,1694,0,0,2,0,Gd,7,0,3,818,12,2007,New,Partial,318000
240,50,52,8741,Edwards,Norm,1Fam,1.5Fin,4,1945,1950,Gable,0,94,641,735,GasA,Y,798,689,1487,0,0,1,1,TA,7,1,1,220,4,2010,WD,Normal,113000
241,20,75,9000,Somerst,Norm,1Fam,1Story,5,2008,2008,Gable,36,1078,488,1566,GasA,Y,1566,0,1566,1,0,2,0,Gd,7,0,2,750,4,2010,WD,Normal,262500
242,30,40,3880,OldTown,Norm,1Fam,1Story,9,1945,1997,Gable,0,329,357,686,GasA,Y,866,0,866,0,0,1,0,Gd,4,0,0,0,8,2007,WD,Normal,110500
243,50,63,5000,OldTown,Norm,1Fam,1.5Fin,4,1900,1950,Gable,0,0,540,540,GasA,N,889,551,1440,0,0,1,0,TA,6,0,1,352,4,2006,WD,Normal,79000
244,160,75,10762,SawyerW,Norm,TwnhsE,2Story,6,1980,1980,Gable,0,0,626,626,GasA,Y,626,591,1217,0,0,1,1,TA,6,1,1,288,4,2009,WD,Normal,120000
245,60,NA,8880,SawyerW,Norm,1Fam,2Story,5,1994,2002,Gable,0,695,253,948,GasA,Y,1222,888,2110,1,0,2,1,Gd,8,2,2,463,5,2010,WD,Normal,205000
246,20,80,10400,NWAmes,Norm,1Fam,1Story,5,1988,1988,Gable,102,929,916,1845,GasA,Y,1872,0,1872,0,1,2,0,TA,6,1,2,604,6,2006,WD,Normal,241500
247,190,69,9142,OldTown,Norm,2fmCon,2Story,8,1910,1950,Gable,0,0,1020,1020,GasA,N,908,1020,1928,0,0,2,0,Fa,9,0,1,440,4,2006,WD,Normal,137000
248,20,75,11310,NAmes,Norm,1Fam,1Story,5,1954,1954,Hip,0,0,1367,1367,GasA,Y,1375,0,1375,0,0,1,0,TA,5,1,2,451,6,2006,WD,Normal,140000
249,60,72,11317,CollgCr,Norm,1Fam,2Story,5,2003,2003,Gable,101,0,840,840,GasA,Y,840,828,1668,0,0,2,1,Gd,8,0,2,500,9,2007,WD,Normal,180000
250,50,NA,159000,ClearCr,Norm,1Fam,1.5Fin,7,1958,2006,Gable,472,697,747,1444,GasA,Y,1444,700,2144,0,1,2,0,Gd,7,2,2,389,6,2007,WD,Normal,277000
251,30,55,5350,BrkSide,Norm,1Fam,1Story,2,1940,1966,Gable,0,0,728,728,GasA,Y,1306,0,1306,0,0,1,0,Fa,6,0,0,0,5,2010,WD,Normal,76500
252,120,44,4750,Crawfor,Norm,TwnhsE,1Story,5,2006,2007,Hip,481,1573,0,1573,GasA,Y,1625,0,1625,1,1,2,0,Gd,5,1,2,538,12,2007,WD,Family,235000
253,60,65,8366,SawyerW,Norm,1Fam,2Story,5,2004,2004,Gable,0,0,798,798,GasA,Y,798,842,1640,0,0,2,1,Gd,6,0,2,520,12,2008,WD,Normal,173000
254,80,85,9350,NAmes,Norm,1Fam,SLvl,7,1964,1991,Hip,108,270,452,1302,GasA,Y,1302,0,1302,0,1,2,0,Gd,7,0,1,309,10,2007,CWD,Normal,158000
255,20,70,8400,NAmes,Norm,1Fam,1Story,6,1957,1957,Gable,0,922,392,1314,GasA,Y,1314,0,1314,1,0,1,0,TA,5,0,1,294,6,2010,WD,Normal,145000
256,60,66,8738,Gilbert,Norm,1Fam,2Story,5,1999,1999,Gable,302,0,975,975,GasA,Y,1005,1286,2291,0,0,2,1,Gd,8,1,2,429,2,2006,WD,Normal,230000
257,60,64,8791,Somerst,Norm,1Fam,2Story,5,2003,2003,Gable,0,503,361,864,GasA,Y,864,864,1728,0,0,2,1,Gd,7,0,2,673,5,2008,WD,Normal,207500
258,20,68,8814,CollgCr,Norm,1Fam,1Story,5,2006,2006,Gable,180,1334,270,1604,GasA,Y,1604,0,1604,1,0,2,1,Gd,8,1,2,660,3,2009,WD,Abnorml,220000
259,60,80,12435,CollgCr,Norm,1Fam,2Story,5,2001,2001,Gable,172,361,602,963,GasA,Y,963,829,1792,0,0,2,1,Gd,7,1,2,564,5,2008,WD,Normal,231500
260,20,70,12702,OldTown,Norm,1Fam,1Story,5,1956,1956,Gable,0,0,0,0,GasA,Y,882,0,882,0,0,1,0,TA,4,0,1,308,12,2008,WD,Normal,97000
261,80,120,19296,NAmes,Artery,1Fam,SLvl,5,1962,1962,Gable,399,672,0,1362,GasA,Y,1382,0,1382,1,0,1,0,TA,6,1,2,884,5,2009,WD,Normal,176000
262,60,69,9588,CollgCr,Norm,1Fam,2Story,5,2007,2007,Gable,270,0,1482,1482,GasA,Y,1482,1092,2574,0,0,2,1,Ex,10,1,3,868,11,2007,New,Partial,276000
263,80,88,8471,Sawyer,Norm,1Fam,SLvl,7,1977,1995,Gable,46,506,0,506,GasA,Y,1212,0,1212,1,0,1,0,TA,6,1,2,492,7,2006,WD,Normal,151000
264,50,50,5500,OldTown,Norm,1Fam,1.5Fin,7,1929,2001,Gable,0,234,0,926,GasA,Y,926,0,1316,1,0,1,0,TA,6,0,2,484,4,2010,WD,Normal,130000
265,30,30,5232,OldTown,Artery,1Fam,1Story,5,1925,2004,Gable,0,0,680,680,GasA,N,764,0,764,0,0,1,0,TA,4,0,2,504,6,2008,WD,Normal,73000
266,20,78,12090,NWAmes,Norm,1Fam,1Story,6,1981,1981,Gable,210,588,606,1422,GasA,Y,1422,0,1422,0,0,2,0,Gd,7,1,2,576,6,2008,WD,Normal,175500
267,60,70,11207,Gilbert,Norm,1Fam,2Story,5,1997,1997,Gable,0,714,88,802,GasA,Y,802,709,1511,1,0,2,1,TA,8,1,2,413,6,2006,WD,Normal,185000
268,75,60,8400,SWISU,Norm,1Fam,2.5Fin,8,1939,1997,Gable,0,378,342,720,GasA,Y,1052,720,2192,0,0,2,1,Gd,8,1,1,240,7,2008,WD,Normal,179500
269,30,71,6900,IDOTRR,Norm,1Fam,1Story,6,1940,1955,Gable,0,403,212,740,GasA,Y,778,0,778,0,0,1,0,TA,4,1,1,924,2,2008,WD,Normal,120500
270,20,NA,7917,Edwards,Norm,1Fam,1Story,7,1976,1976,Hip,174,751,392,1143,GasA,Y,1113,0,1113,1,0,1,1,TA,6,1,1,504,5,2007,WD,Normal,148000
271,60,84,10728,Somerst,Norm,1Fam,2Story,5,2006,2006,Gable,0,0,1095,1095,GasA,Y,1095,844,1939,0,0,2,1,Gd,8,1,3,1053,8,2006,New,Partial,266000
272,20,73,39104,ClearCr,Norm,1Fam,1Story,7,1954,2005,Flat,0,226,96,1385,GasA,Y,1363,0,1363,1,0,1,0,TA,5,2,2,439,4,2008,WD,Normal,241500
273,60,92,11764,NoRidge,Norm,1Fam,2Story,7,1999,2007,Gable,348,524,628,1152,GasA,Y,1164,1106,2270,0,0,2,1,Gd,9,1,3,671,4,2010,WD,Normal,290000
274,20,80,9600,NAmes,Feedr,1Fam,1Story,6,1958,1988,Hip,183,620,0,1240,GasA,Y,1632,0,1632,1,0,2,0,TA,6,1,1,338,4,2009,WD,Normal,139000
275,20,76,8314,Mitchel,Norm,1Fam,1Story,7,1982,1982,Gable,0,546,270,816,GasA,Y,816,0,816,0,0,1,0,TA,5,0,1,264,6,2007,WD,Normal,124500
276,50,55,7264,BrkSide,Norm,1Fam,1.5Fin,7,1925,2007,Gable,0,0,952,952,GasW,N,952,596,1548,0,0,2,1,Ex,5,0,2,672,10,2009,WD,Normal,205000
